"","movie_id","title","imdb_score","release_month","release_day","release_year","duration_mins","language","country","content_rating","aspect_ratio","distributor","number_news_articles","director","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_1_known_for","actor_1_star_meter","actor_2_name","actor_2_facebook_likes","actor_2_known_for","actor_2_star_meter","actor_3_name","actor_3_facebook_likes","actor_3_known_for","actor_3_star_meter","movie_imdb_link","color","critic_reviews_number","user_votes_number","cast_total_facebook_likes","number_of_faces_in_movie_poster","user_reviews_number","movie_budget","movie_facebook_likes","sum_total_likes","ratio_movie_cast_likes","movie_meter_IMDB_pro","number_of_votes","cinematographer","production_company","plot_summary","Action","Adventure","Animation","Biography","Comedy","Crime","Documentary","Drama","Family","Fantasy","Film-Noir","History","Horror","Music","Musical","Mystery","Romance","Sci-Fi","Short","Sport","Thriller","War","Western"
"15","10078","Battle for the Planet of the Apes",5.5,"Jun",15,1973,96,"English","USA","G","2.35","Twentieth Century Fox",75,"J. Lee Thompson",88,"Roddy McDowall",595,"Fright Night ",4665,"Paul Williams",356,"Out of It ",532,"Claude Akins",113,"Rio Bravo (195",1853,"http://www.imdb.com/title/tt0069768/?ref_=fn_tt_tt_1","Color",452,1056,1432,4,872,1800000,511,1235,0.41,17363,26149,"Richard H. Kline","Apjac International","Ten years after a worldwide series of ape revolutions and a brutal nuclear war among humans, Caesar must protect survivors of both species from an insidious human cult and a militant ape faction alike.","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"16","1008","Harsh Times",7,"Nov",10,2006,116,"English","USA","R","1.85","Bauer Martinez Studios",274,"David Ayer",453,"J.K. Simmons",24000,"Whiplash ",1304,"Christian Bale",23000,"The Dark Knight ",1244,"Noel Gugliemi",120,"Street Kings ",1345,"http://www.imdb.com/title/tt0433387/?ref_=fn_tt_tt_1","Color",22,2255,50313,2,269,2e+06,0,49453,0,4121,59014,"Steve Mason","Andrea Sperling Productions","A tough-minded drama about two friends in South Central Los Angeles and the violence that comes between them.","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"17","10083","Date Night",6.3,"Apr",9,2010,101,"English","USA","PG-13","2.35","Twentieth Century Fox",2999,"Shawn Levy",189,"Mila Kunis",15000,"Black Swan ",376,"James Franco",11000,"127 Hours ",911,"Steve Carell",619,"The Office ",964,"http://www.imdb.com/title/tt1279935/?ref_=fn_tt_tt_1","Color",164,306,39822,2,244,5.5e+07,0,33189,0,3670,140872,"Dean Semler","Twentieth Century Fox","In New York City, a case of mistaken identity turns a bored married couple's attempt at a glamorous and romantic evening into something more thrilling and dangerous.","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"18","10088","Sheena",4.8,"Sep",21,1984,117,"English","UK","PG","2.35","Mill Creek Entertainment",12,"John Guillermin",71,"Tanya Roberts",433,"A View to a Kill ",1688,"Donovan Scott",54,"Back to the Future Part III ",312,"Ted Wass",348,"Soap ",124,"http://www.imdb.com/title/tt0088103/?ref_=fn_tt_tt_1","Color",124,1583,611,1,606,2.5e+07,739,600,1.23,15614,628,"multiple","Columbia TriStar Television","Orphaned at the age of 6, Shirley Hamilton is taken in by the Shamaness Kali and taught how to morph into almost any animal. She shall become Sheena, Queen of the Jungle.","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","101","The Green Hornet",5.8,"Jan",14,2011,119,"English","USA","PG-13","2.35","Columbia Pictures Corporation",3391,"Michel Gondry",1000,"Christoph Waltz",11000,"Django Unchained ",1113,"Tom Wilkinson",1000,"Michael Clayton ",1184,"Chad L. Coleman",648,"Left 4 Dead 2 ",1855,"http://www.imdb.com/title/tt0990407/?ref_=fn_tt_tt_1","Color",362,381,13391,0,537,1.2e+08,14000,13741,1.02,4652,146114,"John Schwartzman","Columbia Pictures Corporation","Following the death of his father, Britt Reid, heir to his father's large company, teams up with his late dad's assistant Kato to become a masked crime fighting team.","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"20","1010","Pearl Harbor",6.1,"May",25,2001,184,"English","USA","PG-13","2.35","Buena Vista",1266,"Michael Bay",0,"Jennifer Garner",3000,"Alias ",440,"Jaime King",961,"My Bloody Valentine ",1889,"Mako",608,"Conan the Barbarian ",1686,"http://www.imdb.com/title/tt0213149/?ref_=fn_tt_tt_1","Black and White",103,1190,5401,0,229,1.4e+08,0,4652,0,543,285517,"John Schwartzman","Touchstone Pictures","A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0"
"21","10102","The Mexican",6.1,"Mar",2,2001,123,"English","USA","R","2.35","AMBI Group",213,"Gore Verbinski",563,"J.K. Simmons",24000,"Whiplash ",1304,"Brad Pitt",11000,"Twelve Monkeys ",212,"Julia Roberts",700,"Pretty Woman ",1533,"http://www.imdb.com/title/tt0236493/?ref_=fn_tt_tt_1","Color",30,2920,43917,0,429,3.4e+07,2000,43563,0.05,7521,94998,"Dariusz Wolski","DreamWorks","A man tries to transport an ancient gun called The Mexican, believed to carry a curse, back across the border, while his girlfriend pressures him to give up his criminal ways.","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"22","10109","50 First Dates",6.8,"Feb",13,2004,99,"English","USA","PG-13","2.35","Columbia Pictures Corporation",74,"Peter Segal",88,"Adam Sandler",11000,"The Waterboy ",383,"Peter Dante",427,"b""Grandmas Boy """,1777,"Allen Covert",255,"b""Grandmas Boy """,1747,"http://www.imdb.com/title/tt0343660/?ref_=fn_tt_tt_1","Color",54,1256,12952,2,548,7.5e+07,11000,11843,0.93,2180,295518,"Jack N. Green","Columbia Pictures Corporation","Henry Roth is a man afraid of commitment up until he meets the beautiful Lucy. They hit it off and Henry think he's finally found the girl of his dreams, until he discovers she has short-term memory loss and forgets him the next day.","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"23","1011","Brick Lane",6.7,"Jul",11,2008,101,"English","UK","PG-13","2.35","The Works",6,"Sarah Gavron",34,"Satish Kaushik",56,"In Your Name ",59543,"Christopher Simpson",41,"State of Play ",1760,"Tannishtha Chatterjee",329,"Brick Lane ",821,"http://www.imdb.com/title/tt0940585/?ref_=fn_tt_tt_1","Color",490,1204,150,1,363,2.3e+07,430,171,2.51,60362,2756,"Robbie Ryan","Film4","A young Bangladeshi woman, Nazneen, arrives in 1980s London, leaving behind her beloved sister and home, for an arranged marriage and a new life. Trapped within the four walls of her flat in East London, and in a loveless marriage with the...See more","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","10110","The Nativity Story",6.8,"Dec",1,2006,101,"English","USA","PG","2.35","New Line",149,"Catherine Hardwicke",308,"Keisha Castle-Hughes",446,"Whale Rider ",4152,"Hiam Abbass",224,"The Visitor (I) ",1792,"Shaun Toub",127,"Iron Man ",238,"http://www.imdb.com/title/tt0762121/?ref_=fn_tt_tt_1","Color",27,2817,966,0,237,3e+07,0,1184,0,19478,9009,"Elliot Davis","New Line Cinema","A drama that focuses on the period in Mary and Joseph's life where they journeyed to Bethlehem for the birth of Jesus.","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","10130","School Daze",5.8,"Feb",12,1988,121,"English","USA","R","1.85","Columbia Pictures Corporation",78,"Spike Lee",0,"Tisha Campbell-Martin",413,"Martin ",5359,"Ossie Davis",282,"Do the Right Thing ",209,"Bill Nunn",99,"Spider-Man ",2105,"http://www.imdb.com/title/tt0096054/?ref_=fn_tt_tt_1","Color",135,2059,1284,4,470,6500000,624,877,0.71,13976,5321,"Ernest R. Dickerson","Columbia Pictures Corporation","A not so popular young man wants to pledge to a popular fraternity at his historically black college.","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"26","10133","The Best Years of Our Lives",8.1,"Nov",21,1946,172,"English","USA","Not Rated","1.37","RKO Radio Pictures",189,"William Wyler",355,"Myrna Loy",749,"The Best Years of Our Lives (194",5559,"Teresa Wright",208,"Shadow of a Doubt (194",1684,"Dana Andrews",103,"Laura (194",151,"http://www.imdb.com/title/tt0036868/?ref_=fn_tt_tt_1","Black and White",509,1828,1941,5,290,2100000,0,1500,0,8419,51226,"Gregg Toland","The Samuel Goldwyn Company","Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"27","1014","The Singing Detective",5.6,"Jan",17,2003,109,"English","USA","R","1.85","AMBI Group",66,"Keith Gordon",200,"Robert Downey Jr.",21000,"Iron Man ",159,"Robin Wright",18000,"Forrest Gump ",1246,"Alfre Woodard",4,"Star Trek: First Contact ",896,"http://www.imdb.com/title/tt0314676/?ref_=fn_tt_tt_1","Color",464,2638,41645,2,808,8e+06,494,40200,0.01,11373,7640,"Tom Richmond","Icon Productions","From his hospital bed, a writer suffering from a skin disease hallucinates musical numbers and paranoid plots.Read more: Plot summary","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"28","10155","Raymond Did It",3.2,"Feb",11,2011,83,"English","USA","Unrated","2.35","R-Squared Films",8,"Travis Legge",138,"Elissa Dowling",307,"Dahmer vs. Gacy ",18934,"Patricia Raven",114,"Dear Harvard ",1455,"Lindsay Felton",666,"b""Annas Dream """,1001,"http://www.imdb.com/title/tt1716760/?ref_=fn_tt_tt_1","Color",112,836,619,0,673,40000,239,635,0.38,189767,206,"Tim Stotz","Plastic Age Productions","Mentally challenged Raymond Rourke gets blamed and framed by several kids after they accidentally kill his younger brother Bryce. Six years later, Raymond escapes from the state mental hospital he's been locked up in so he can exact a ...See moreMentally challenged Raymond Rourke gets blamed and framed by several kids after they accidentally kill his younger brother Bryce. Six years later, Raymond escapes from the state mental hospital he's been locked up in so he can exact a harsh revenge on the folks who killed his brother and set him up. Written by Woodyanders See lessRead more: Plot summary","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"29","1017","Animal House",7.6,"Jul",28,1978,109,"English","USA","R","1.85","Universal Pictures",1143,"John Landis",644,"John Belushi",1000,"Saturday Night Live ",3472,"Karen Allen",783,"Raiders of the Lost Ark ",536,"Tim Matheson",484,"Animal House ",1132,"http://www.imdb.com/title/tt0077975/?ref_=fn_tt_tt_1","Color",506,2970,3468,6,318,3e+06,0,2986,0,1015,101872,"Charles Correll","Universal Pictures","At a 1962 college, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","10184","That Thing You Do!",6.9,"Oct",4,1996,149,"English","USA","PG","1.37","Twentieth Century Fox",6,"Tom Hanks",15000,"Tom Hanks",15000,"Cast Away ",86,"Charlize Theron",9000,"Monster ",609,"Ethan Embry",845,"Empire Records ",189,"http://www.imdb.com/title/tt0117887/?ref_=fn_tt_tt_1","Color",481,2149,28713,6,254,2.6e+07,0,39982,0,4322,55592,"Tak Fujimoto","Clavius Base","A local Pennsylvania band scores a one hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from its manager.","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"31","10200","You Again",5.8,"Sep",24,2010,105,"English","USA","PG","2.35","Touchstone Pictures",753,"Andy Fickman",99,"Jamie Lee Curtis",2000,"True Lies ",135,"James Wolk",938,"Mad Men ",1261,"Christine Lakin",447,"Hollywood Darlings ",1098,"http://www.imdb.com/title/tt1414382/?ref_=fn_tt_tt_1","Color",503,1862,4813,6,113,2e+07,0,3555,0,2854,45368,"David Hennings","Touchstone Pictures","When a young woman realizes her brother is about to marry the girl who bullied her in high school, she sets out to expose the fiancí€Œ©e's true colors.","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"32","10209","Code of Honor",4.2,"May",6,2016,106,"English","USA","R","2.35","Premiere Entertainment Group",16,"Michael Winnick",155,"Scott Takeda",981,"Gone Girl ",30582,"Helena Mattsson",505,"Surrogates ",874,"Craig Sheffer",320,"A River Runs Through It ",1124,"http://www.imdb.com/title/tt4060866/?ref_=fn_tt_tt_1","Color",57,2546,2741,0,123,8e+06,689,2032,0.34,14762,1785,"Anthony J. Rickert-Epstein","Code of Honor","Colonel Robert Sikes is on a mission to rid his city of crime. As a stealthy, one-man assault team, he will take on street gangs, mobsters, and politicians with extreme prejudice until his mission is complete. His former protí€Œ©gí€Œ©, William ...See moreColonel Robert Sikes is on a mission to rid his city of crime. As a stealthy, one-man assault team, he will take on street gangs, mobsters, and politicians with extreme prejudice until his mission is complete. His former protí€Œ©gí€Œ©, William Porter, teams up with the local police department to bring his former commander to justice and prevent him from further vigilantism. Written by Gerry Garcia See lessRead more: Plot summary","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","1022","Envy",4.8,"Apr",30,2004,99,"English","USA","PG-13","1.85","DreamWorks",39,"Barry Levinson",272,"Amy Poehler",1000,"Inside Out (I) ",825,"Ariel Gade",87,"Aliens vs. Predator: Requiem ",542,"Sam Lerner",541,"Monster House ",1548,"http://www.imdb.com/title/tt0326856/?ref_=fn_tt_tt_1","Color",483,1239,1189,1,194,4e+07,713,1421,0.5,6174,28255,"Tim Maurice-Jones","DreamWorks","A man becomes increasingly jealous of his friend's newfound success.Read more: Plot summary","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","10223","American Dreamz",5.5,"Apr",21,2006,107,"English","USA","PG-13","1.85","Universal Pictures",106,"Paul Weitz",80,"Judy Greer",2000,"13 Going on 30 ",367,"Dennis Quaid",2000,"The Day After Tomorrow ",1861,"Chris Klein",733,"American Pie ",1125,"http://www.imdb.com/title/tt0465142/?ref_=fn_tt_tt_1","Color",61,1048,5992,6,261,1.9e+07,300,4921,0.06,20456,23482,"Robert Elswit","Universal Pictures","The new season of """"American Dreamz","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"35","10227","Serendipity",6.9,"Oct",5,2001,82,"English","USA","PG-13","1.85","Miramax",180,"Peter Chelsom",23,"Lilli Lavine",11,"Coffee and Cigarettes ",356183,"David Sparrow",9,"Serendipity ",1812,"Ann Talman",523,"Limitless (I) ",1741,"http://www.imdb.com/title/tt0240890/?ref_=fn_tt_tt_1","Color",27,2884,37,0,464,2.8e+07,12000,49,244.9,4748,95597,"John de Borman","Miramax","A couple search for each other years after the night they first met, fell in love, and separated, convinced that one day they'd end up together.","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"36","10228","Bad Moms",6.7,"Jul",29,2016,100,"English","USA","R","2.35","STX Entertainment",741,"Jon Lucas",24,"Mila Kunis",15000,"Black Swan ",376,"Jay Hernandez",1000,"Hostel ",1909,"Jada Pinkett Smith",742,"The Matrix Reloaded ",554,"http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1","Color",491,2030,18786,9,551,2e+07,18000,16875,1.07,1049,94202,"Jim Denault","STX Entertainment","When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun and comedic self-indulgence.","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","10240","Mirrormask",6.9,"Jan",25,2005,101,"English","UK","PG","1.85","Samuel Goldwyn Films",52,"Dave McKean",21,"Stephanie Leonidas",420,"Mirrormask ",2662,"Gina McKee",291,"Notting Hill ",1907,"Rob Brydon",76,"Marion & Geoff ",1804,"http://www.imdb.com/title/tt0366780/?ref_=fn_tt_tt_1","Color",20,900,1215,0,150,4e+06,0,893,0,14390,21419,"Antony Shearn","Destination Films","In a fantasy world of opposing kingdoms, a fifteen-year-old girl must find the fabled MirrorMask in order to save the kingdom and get home.Read more: Plot summary","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","10242","The Hurricane",7.6,"Jan",14,2000,146,"English","USA","R","1.85","Universal Pictures",131,"Norman Jewison",278,"Denzel Washington",18000,"Fences ",341,"Vincent Pastore",584,"Revolver ",55,"Deborah Kara Unger",422,"The Way (I) ",974,"http://www.imdb.com/title/tt0174856/?ref_=fn_tt_tt_1","Black and White",460,2728,20516,0,328,3.8e+07,0,19356,0,8521,84187,"Roger Deakins","Azoff Entertainment","The story of Rubin """"Hurricane"""" Carter","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"39","10249","Bulletproof Monk",5.5,"Apr",16,2003,104,"English","USA","PG-13","2.35","Metro-Goldwyn-Mayer (MGM)",68,"Paul Hunter",13,"Jaime King",961,"My Bloody Valentine ",961,"Mako",691,"Conan the Barbarian ",1432,"Victoria Smurfit",267,"Bulletproof Monk ",1410,"http://www.imdb.com/title/tt0245803/?ref_=fn_tt_tt_1","Color",32,1889,2422,3,201,5.2e+07,846,2008,0.42,6978,45156,"Stefan Czapsky","Metro-Goldwyn-Mayer (MGM)","Based on the very underground comic book, a Tibetan monk becomes a mentor to a young street kid whom he can teach to protect a scroll.Read more: Plot summary","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
